Sequence,Score
7/2/5/X3/8/1/X1/6/4,166
XXXX9/X5/XX6/2,227
XXXXXXX1/-/-/3,224
4/-/1/X9/1/6/5/X7/1,154
X6/3/X4/X5/X7/8/3,184
4/-/3/XX2/XX5/X86,194
XX6/X-/X6/4/5/X89,202
XX5/-/X4/6/XXX78,213
X1/XXXX-/X3/2/6,208
1/6/5/X3/X-/X5/6/8,185
X4/XXXXX4/X9/7,231
XXX3/1/X-/XX1/5,200
2/3/X1/1/XXX5/X103,194
X9/XX-/X9/3/X9/9,192
6/XX5/1/X3/9/2/X55,187
X1/XX1/4/5/5/7/X109,183
-/4/4/4/3/X1/9/X3/8,172
9/X-/6/8/3/6/X4/8/10,173
4/XXX9/3/4/XXX10,208
1/1/7/7/5/8/1/6/XX42,165
XXXXX5/2/4/3/X20,206
X-/4/-/6/X1/5/2/X08,165
X3/X8/XXX7/X4/10,209
XX4/X2/2/X3/X7/2,188
-/3/5/X3/-/7/X4/5/3,163
XXX5/9/-/1/XXX105,203
XXX7/X3/3/X4/X07,207
XXX-/1/X6/XX7/10,200
X4/X4/XXX1/8/X69,214
-/6/4/X9/X9/XXX77,211
8/5/X4/XXXX5/X41,215
3/5/XX5/X3/X2/1/0,181
X2/XXXX3/XX-/10,215
XX7/4/XXX-/XX60,213
4/X4/3/6/6/5/X2/X17,178
XXX4/XXXXXX44,256
XXX9/8/-/X6/XX23,204
XX3/-/XX6/XX3/6,198
X2/5/X5/X3/2/XX62,191
5/X9/6/6/XXXXX38,226
X1/6/X-/XXX2/2/1,191
XXX6/7/XXXXX109,245
XX8/XXXXXXX60,260
5/XX-/XX4/4/XX68,208
9/XXXX3/4/XXX110,222
XXXX2/7/XXX3/7,229
4/X5/X1/XX7/2/7/1,187
XXXXXX-/6/XX62,240
XXX7/1/9/X8/X-/6,203
8/XX3/X5/XXXX96,237
4/1/9/X6/X1/8/9/8/3,178
XX6/-/X9/2/XXX08,196
1/X5/XX9/XXX2/9,220
6/XX3/XX6/9/9/6/5,198
X-/4/XX6/3/X1/X48,195
3/4/XXX-/6/X5/X60,196
9/5/6/-/1/6/5/X2/3/7,153
X5/6/5/XX7/2/-/X51,176
XX8/3/9/6/6/X9/X96,197
X5/X9/XX8/X1/X20,200
-/XX6/3/X-/4/4/2/7,176
7/6/XX2/9/XX1/X87,203
X3/XXXX1/3/9/9/4,206
6/7/XX7/3/4/4/1/X57,178
6/-/XXX2/X4/8/X70,197
X1/8/4/2/X9/X7/X103,179
4/1/6/3/X7/XX1/6/1,168
4/1/XX8/1/3/X6/X73,183
9/X7/X1/XX8/XX44,210
XXXX6/X3/XX-/7,223
8/4/3/XX1/9/X6/8/10,177
4/XXX5/XXXXX85,256
XX3/XX9/XX6/X13,212
X3/3/X7/7/XX6/-/1,177
5/XXXXXX2/-/X39,234
X-/4/X7/X5/X7/X06,190
2/8/2/X3/9/XX-/9/7,185
7/X8/8/X7/X1/7/7/1,183
2/XXX1/-/-/XX1/9,191
2/XXX3/9/1/4/-/9/1,177
9/9/7/XXX5/XX8/10,211
X9/X1/2/7/X1/9/4/1,173
XXX3/3/X8/1/3/9/9,188
XX3/X9/XX3/-/X61,193
3/XXXX2/8/1/2/X77,207
2/-/-/6/1/XXXX-/3,180
2/5/XX9/2/6/3/X3/9,184
X6/X5/X1/3/X3/8/7,188
XX4/XXX6/9/4/7/5,205
6/XXX9/XXXXX13,244
X9/XX8/XX1/X4/7,206
8/5/X1/X-/2/-/9/3/4,163
8/1/X6/XX2/5/X2/7,185
XXXXX-/XX7/7/0,224
XX4/XXXX4/5/X08,221
X9/X7/4/2/4/4/XX31,171
5/XXXX-/X1/X-/0,210
4/XXX5/X1/XXX95,238
5/X2/XX6/X2/8/X72,203
X9/XXXXX1/X8/6,227
9/XX9/1/4/3/7/X9/3,177
XXX9/-/7/X4/X7/7,203
X2/7/XX1/XX1/X02,191
X2/XX5/-/5/XX9/9,198
6/X8/X5/XXX3/X32,208
X8/-/XX5/XX1/1/4,181
X5/8/4/1/X2/7/-/5/6,161
9/6/X-/2/4/5/9/XX61,179
XXX3/X5/5/X8/X69,213
7/9/XX2/XXX8/X94,222
7/X5/X6/7/XX7/X62,202
7/XX8/-/XX8/XX35,207
XXX7/1/9/X4/XX40,205
-/6/X4/1/3/X9/8/X47,179
4/X4/-/XX1/6/8/X43,182
X6/X1/XXXX4/5/0,209
7/X4/XX5/5/9/6/X63,194
-/1/X3/XXXX-/X77,215
X1/X6/2/6/XX4/4/2,178
XXXX4/4/XXXX15,235
1/X-/5/XXX7/6/X103,203
9/X4/-/X6/X5/1/7/2,170
5/5/XX5/2/-/7/XX22,175
5/9/XXXXXXX6/0,245
7/XXXX5/8/-/X4/3,206
XX3/5/X2/XXX8/8,214
1/XX8/XXX1/X5/4,213
X4/X4/7/7/2/XXX107,196
XXX-/X4/2/6/-/5/9,182
-/XXXX7/-/X3/X27,216
4/XX-/8/9/XXX1/7,205
6/2/9/XX8/6/X2/1/2,178
X6/X7/XXXXXX83,249
4/-/3/XX-/XXXX72,209
X9/X1/1/4/7/9/XX94,193
XX6/3/X2/5/X6/5/0,179
4/-/XXX8/-/X3/2/6,186
X7/-/X9/XXXXX20,214
2/X-/8/X1/-/9/XX00,177
-/X-/4/3/XXXXX15,214
8/6/7/6/X-/XX-/X82,189
X2/9/XX8/9/7/XX108,204
XX6/X9/5/X3/XX12,195
X6/XXXXX4/5/X103,224
2/X-/XXX2/XXX20,216
-/XXXXX7/-/XX04,221
2/XX3/X3/7/XXX83,219
6/XX8/9/XX6/XX85,224
5/X9/2/XXX3/XX20,199
-/X8/XX1/XXX1/1,203
9/2/XX-/3/X2/X6/1,176
XXX-/X6/9/5/-/X310,192
3/7/X2/2/5/XX-/5/7,176
X1/X8/XX6/XXX72,222
X1/5/4/2/XX9/X2/8,188
3/X5/X1/X4/1/XX77,202
3/5/XXX7/XXXX93,243
9/3/2/7/X3/XXXX11,195
XX4/X7/4/X2/X8/1,189
X8/XXX6/1/XX3/6,206
X7/XXXX3/2/XX63,220
XX3/X1/X5/X1/X40,197
9/6/9/XX2/X7/7/9/5,188
2/2/XX9/X5/X2/3/3,187
X2/7/8/X-/3/8/9/X83,186
7/X8/X9/2/-/XX8/9,189
X6/XXX2/3/-/X3/8,193
9/5/3/XX3/XXX2/3,196
6/8/3/X8/X5/3/XX04,178
XX1/5/5/8/5/1/7/9/3,164
4/X8/XXX3/3/XX90,214
4/XX4/XXX4/8/-/5,201
4/X1/X4/X-/X6/7/9,196
9/X6/XX3/8/5/2/X08,186
8/X3/XXX9/6/3/8/3,199
1/X2/8/X2/4/5/6/-/2,165
X5/X6/2/XX-/-/-/6,168
XXX4/XXX7/X4/10,223
XXX4/XX8/5/XX83,226
3/XXX4/1/XXX5/4,214
-/X1/X9/X5/X8/7/1,188
9/XXX5/4/5/XXX82,222
4/XX8/XX6/2/2/4/7,189
6/7/X-/XXX9/X-/1,207
XX9/X1/XXXXX61,242
8/X5/X8/XX6/XX61,209
X-/3/XXXX9/XX62,226
2/XXX-/X-/6/4/X16,197
9/9/9/X7/8/7/XX5/5,193
4/X9/6/XX2/7/X7/4,189
XXXXX8/7/6/XX48,237
1/-/XXXXXXXX19,251
3/-/1/7/XXX5/4/6/8,181
7/3/2/X2/2/X6/3/-/9,159
XXXX-/XXXX-/1,231
5/XX2/9/XXXX8/7,226
5/XXX9/-/4/XXX35,214
X2/7/2/XX2/9/1/X83,182
6/8/2/X4/X3/X4/X32,185
XXX4/4/-/4/4/-/X310,174
1/X7/X4/XX3/8/-/3,184
XXX-/6/9/4/4/XX77,204
8/XXXXX2/6/8/5/8,219
XXXXXXXXX6/10,268
X-/6/7/5/4/XX-/5/7,174
3/6/3/8/XXX9/X6/2,198
2/4/X9/-/2/X-/9/-/4,159
3/3/XXXX8/-/-/X010,193
XXXXXX6/3/9/X85,241
XX3/XX3/8/XX6/3,203
3/XX2/7/XXX3/9/0,201
XX2/XXX9/XXX77,242
X3/9/X1/-/X2/XX86,201
XXX5/XXX-/X6/2,217
8/X6/X4/1/-/7/-/X80,166
X4/XXX2/XXXX91,241
X7/7/7/XXXXXX105,232
X7/XX-/X8/X8/X83,201
X8/3/XX2/XXX4/7,206
X7/XXX-/X9/7/2/4,193
XXXXXXX1/3/X65,245
1/-/4/2/5/X4/3/XX102,159
9/1/XXX6/7/XXX95,227
X1/XX5/8/4/-/X4/6,183
X-/9/4/3/9/2/XXX48,193
X2/X8/X2/9/X3/3/7,189
X5/6/5/4/X8/X9/X82,185
X3/6/X1/8/2/1/9/X56,177
8/2/XXX6/6/-/X6/9,193
X-/XX7/X4/XX8/5,210
1/3/XX3/X7/-/6/X25,179
7/3/XX4/9/5/4/XX106,184
XXXXXXXX5/4/4,253
X9/7/1/5/X3/X6/X32,178
X2/XXXX2/X7/-/4,206
7/-/5/5/7/9/X1/3/X78,174
7/7/8/X7/X2/X5/2/10,179
X6/1/3/7/X7/1/2/6/9,159
XX-/6/7/6/8/5/-/X17,170
XX8/XXXX2/XX28,232
XXXXX6/X2/XX40,234
1/-/7/XXX3/1/9/5/0,175
X7/9/5/XXX8/X3/4,206
X-/3/X-/XX1/1/8/7,180
XX2/7/2/2/X-/XX97,198
X8/XXXXX5/XX25,234
X1/3/X4/3/XX6/9/5,186
XX4/8/X6/XXX8/7,217
XX7/8/4/1/XX2/9/6,187
X2/XX5/2/8/X1/7/9,191
3/-/X8/XX3/XX4/3,190
7/X7/XX3/7/XX4/4,198
XX3/9/XX8/5/X9/1,196
XXX3/2/2/X6/1/X85,191
5/7/XXX-/XXXX90,235
5/XX8/XX-/4/XX58,210
X5/9/X9/4/XX9/X39,204
XX2/2/X-/8/X9/1/10,175
4/X7/XX3/X2/4/1/3,181
XX3/4/XXXX1/8/8,214
7/7/7/5/7/X5/XXX96,210
4/XXX6/9/XXX2/10,219
5/XX7/-/X3/XXX93,218
1/-/7/9/5/3/XXX8/4,186
XXX3/7/XXXXX84,250
9/X4/6/XX8/XXX38,218
X4/XXX6/X8/XX94,228
7/6/X1/X5/X9/X2/5,191
XX3/XXX1/X6/X22,208
X5/X6/4/5/2/XXX92,201
XXXXXX-/3/4/X09,226
X9/XX5/XXX8/3/9,215
9/X8/2/X1/X6/1/X96,188
X9/4/4/XX3/-/1/4/7,163
2/9/4/3/7/5/X3/8/8/7,171
XX9/X9/1/8/XXX71,213
-/XXXX4/X3/XX87,237
XXX5/X6/6/5/XX36,208
1/1/8/XX9/XXXX76,228
1/6/4/8/9/3/XX1/X23,176
X1/XXXX9/1/1/8/10,201
1/XXX9/X1/XXX11,222
XX4/XX-/XXX6/0,210
X3/2/6/-/1/X1/8/X18,166
8/5/X1/8/7/XX8/4/5,187
XX4/XX7/2/2/XX010,187
3/X9/XX8/9/X1/-/3,190
9/XXXXX5/7/6/2/2,212
6/XX8/X5/-/XXX101,202
3/X3/XXXX9/X3/10,221
3/5/8/-/X-/X2/5/X48,180
2/XXX-/X2/1/XX93,212
X2/2/XXXX5/2/3/1,193
9/5/XXXXX8/5/-/9,217
-/XX5/XX6/X6/-/10,193
2/X2/X-/X4/5/XX25,194
8/1/X6/1/X2/X7/1/7,170
X9/6/9/5/X2/X4/8/3,181
2/2/X3/1/4/XX1/X67,181
4/XXX2/4/XX3/3/9,201
X7/5/XXX7/X4/X60,208
6/XXX9/4/6/XXX01,210
1/X-/X2/1/9/XXX102,195
X8/XXXXX5/X-/2,227
XXXXX8/XX1/X33,235
XXXXX3/XXX5/6,244
8/3/XX7/-/X4/X1/6,186
XXX2/2/4/3/XXX102,196
-/2/7/9/X2/X1/XX29,191
XX4/4/XXXX-/1/8,207
XXX3/X1/6/XXX58,227
3/XX5/6/X7/4/X1/9,194
7/6/6/8/9/3/5/XXX07,184
1/X7/X7/6/3/XX1/0,180
3/2/XX1/X2/X-/X75,195
2/9/1/1/XX7/X2/1/3,172
8/9/X2/7/X7/XXX56,212
XXXX-/1/X7/X6/2,203
XX6/X7/X6/X-/2/5,193
3/9/1/X7/6/X4/X8/3,179
7/5/8/1/XXXX7/X93,213
2/5/-/2/XX4/7/5/-/7,160
X6/8/XX3/3/-/XX810,200
XXXX9/8/XXX7/4,238
6/-/XX9/4/XX8/X48,203
8/9/X6/X5/6/2/9/X105,183
X7/X7/2/2/7/XXX21,186
X2/-/X1/XXX5/-/3,188
9/XXXXX2/2/X7/8,222
X7/7/X4/7/1/X3/9/6,180
XX3/X9/7/3/X4/X18,192
3/7/X7/X3/3/XXX35,201
X4/X3/6/XX1/XX89,212
X3/XX2/7/XX5/3/1,188
X-/9/XXX2/-/5/X07,193
XXX3/X8/-/4/XX95,210
XXXX2/3/2/X-/8/7,202
XX-/X7/XXX2/9/5,206
5/-/XX5/X8/XXX22,201
1/XX8/X5/7/XX4/1,200
-/6/XX7/X1/9/XX210,200
XXX9/XX9/XXX69,249
8/X6/X4/7/XX9/7/7,200
9/XXX5/7/X3/XX68,222
XXX5/8/XX1/X5/9,213
8/X1/3/XXXXX7/2,222
X8/6/X5/8/6/X9/X04,184
9/2/XX4/9/X2/X7/4,189
XXXXXX7/9/9/X15,241
2/XX3/9/-/X1/7/6/9,184
7/6/XXX2/X6/XX33,207
XXX2/9/3/4/X3/5/2,185
-/7/XX3/2/6/9/1/X47,179
6/X1/XXX3/3/XX42,206
XXX4/-/-/X3/X2/10,186
3/X3/8/XX7/-/-/4/3,172
8/XXX-/XX9/XX73,226
X4/6/7/5/5/4/X5/X71,175
XX1/8/3/8/XX6/2/8,186
X3/X3/-/9/XXXX05,204
7/XX4/1/2/XXX4/6,197
-/9/X5/X8/8/3/-/X97,186
-/XXXXX-/X9/X85,233
X4/X1/XX6/2/XX85,209
XX9/4/X8/3/-/XX14,182
7/3/X6/6/X9/XX1/1,181
4/X9/XX9/5/XXX110,209
2/X2/XX7/X7/XX86,219
X5/XXX4/X-/7/8/2,201
X6/9/X6/5/3/X6/X69,192
X3/X7/6/7/7/3/X7/6,179
X5/XXX7/7/3/8/1/4,190
9/7/X6/1/7/7/XXX04,186
X8/2/1/X1/2/X9/X57,177
X4/5/XXX4/XX2/9,210
XXX5/4/2/8/9/XX97,213
-/8/9/X6/X-/8/-/7/6,178
6/X4/2/8/X7/XX1/9,190
5/XX6/XXX6/3/3/7,205
-/X6/4/4/8/-/XX8/6,180
8/1/3/X1/X9/X9/5/7,176
XXX8/XXX-/X6/5,223
XXXXXXX9/X-/5,254
X3/2/9/3/6/8/X9/X38,179
4/XX2/4/X3/7/1/1/8,173
4/XXX3/XXXX5/10,230
4/X6/-/1/X-/1/X-/8,170
X6/-/X9/1/XXX3/9,193
XX-/XXX4/1/3/8/9,195
7/8/XX5/5/9/3/4/X75,186
X5/X3/XX3/XXX77,224
3/6/7/XX6/X6/XX510,206
3/3/X1/X6/X6/4/X80,185
X1/X5/1/5/2/5/-/X48,165
X3/8/XXX4/X7/5/1,198
2/X3/XXX7/X1/6/10,205
1/7/X3/XXX4/3/3/2,189
7/XXXXX1/9/XX710,243
X5/XX9/XX8/X2/1,208
9/XX-/XXX1/4/X62,203
9/9/4/1/X1/XXX-/4,188
XXX2/XXXX-/X105,229
XX2/XXXX4/4/4/2,206
5/XXX1/7/4/2/X9/10,186
XXX7/XXX-/7/X100,216
XXX4/-/7/4/2/4/4/3,168
8/7/XXXX8/-/6/2/3,196
XX4/2/8/9/XX-/5/6,184
X9/XXXXXXX-/10,242
1/4/9/X8/4/XXX4/10,193
7/XX7/2/3/9/X3/X08,189
3/X2/XXXXX1/4/10,217
XX5/7/XXX7/XX07,216
XXXX-/6/XXXX09,235
7/X7/X8/X7/X7/9/2,191
1/XX9/XXXX4/X87,238
7/4/2/X3/XX-/9/X71,183
9/XXX4/7/XX2/1/5,199
XX4/X1/X1/1/XX97,210
X2/9/7/3/8/XXX2/8,197
X5/2/XX5/XXXX60,219
8/1/7/1/7/9/X6/7/X36,171
-/6/8/X4/XXX5/8/5,202
4/-/-/X4/3/6/2/X7/4,155
6/XX6/9/XXX1/X82,216
1/X7/X7/6/5/3/4/X01,169
3/1/XX2/5/7/3/XX96,192
7/6/3/1/X9/2/XXX102,177
XX5/XXXX1/X9/5,221
6/4/XX-/XX7/X2/0,191
3/3/X7/XXXX6/X44,217
7/XX9/X1/X7/3/X08,200
-/XXX1/9/7/X6/5/4,196
5/XXXXXXX8/X38,259
XX2/2/9/XX3/2/8/7,183
6/1/6/XX8/XX9/X53,202
X2/9/X1/XXX3/X107,211
XXXX8/8/4/4/8/X31,206
2/XX9/-/2/4/1/2/X210,164
7/1/XXXX5/X1/X310,214
XX4/1/1/X9/XXX71,201
X6/4/XX2/X9/X9/5,191
XX4/X6/2/XXX7/6,209
X6/9/XX1/X9/2/X35,190
XX8/9/XX2/-/XX18,199
6/XX5/6/2/X3/-/X810,191
XXX7/X1/9/5/X3/2,203
4/4/9/X2/-/8/X6/5/5,171
XXX5/5/X3/XX9/7,216
XXX-/2/X8/3/XX75,204
XX3/X3/X8/6/XX71,204
8/1/6/9/1/3/XXX-/7,177
2/-/-/XXXXXX4/5,219
6/X5/4/X7/8/5/5/X110,176
3/6/X8/2/X4/4/X5/4,176
8/X1/XXX9/2/X8/2,203
8/5/8/XXXXX1/X06,220
X1/XXX5/9/-/7/7/1,189
XX1/X1/-/X2/X2/8,189
9/1/7/X2/9/X3/X8/8,185
XX6/5/XXX4/X7/7,212
XXXX8/XX3/X7/8,229
8/XXX6/6/2/6/X1/1,191
X9/XX7/X5/XX9/9,215
XX9/6/9/9/3/6/-/X100,174
XX-/6/2/4/X8/6/X105,175
9/2/3/3/X9/-/8/X-/4,160
1/8/X5/XX1/6/XX1010,189
XXXX9/X8/2/XX94,233
-/1/XXXX7/X9/X39,220
8/6/9/XX1/X6/7/6/1,180
1/XXX1/7/1/X4/X59,203
5/X3/XXXX1/XX42,221
-/XX5/XXX3/XX07,215
7/2/6/6/6/7/X7/9/X21,169
XXXXX2/X7/X1/0,222
X9/X4/7/9/X2/6/X67,195
9/XXXXX1/8/X8/7,226
X-/7/8/5/2/X9/X6/2,174
XXXXXX-/XX2/2,234
3/XX6/2/-/XXX2/1,191
6/X2/4/5/3/2/2/XX101,160
4/X-/8/9/5/5/XX3/4,184
X7/-/XXXXXX5/0,225
XXXX4/XXXXX98,270
X1/9/X2/XX4/X-/4,197
XXX8/X3/XX2/2/8,210
-/X6/XXX-/5/X6/3,198
3/XXX9/XXX3/X100,224
XX8/8/4/X3/9/XX31,196
8/5/X7/3/X9/XXX101,192
X4/XXX8/X1/XX710,231
X6/XX9/7/XX6/X28,212
XXX1/9/9/XXX7/10,218
XX-/8/5/2/2/XXX310,188
1/X3/4/6/XX4/X9/8,192
X3/5/X6/XX1/X-/10,188
9/1/5/7/XXXXXX84,233
XXX7/9/X2/X7/5/1,202
5/-/XX6/X7/9/X2/0,185
6/4/XXXXX4/XX46,232
XX3/XXX7/XX6/7,223
4/8/XX-/8/5/3/4/X68,182
8/1/XX3/1/6/8/XX48,185
5/XXX5/8/7/X1/X14,205
5/7/-/XX2/X3/5/5/2,171
5/-/9/6/7/XX3/9/X29,185
7/5/4/9/4/X2/XX9/10,183
X-/4/2/1/XX6/X9/3,176
XX7/X5/X5/3/X2/4,194
4/XX6/1/XX3/2/-/7,179
9/7/1/1/X6/-/XXX210,177
1/-/4/XX5/8/XXX38,201
XXX4/8/XX2/X2/1,205
9/X3/XX3/X4/3/-/1,177
XXXX1/-/2/XX2/8,203
7/X3/2/6/X7/XX2/4,184
5/X-/XX3/X8/XX33,202
X9/7/XX5/8/-/8/X22,182
-/XXXXXXXX7/9,266
7/XXXX-/X8/2/X47,213
X1/XX4/X-/XXX31,211
X-/8/XXX2/1/X8/3,194
XX-/X8/X2/4/XX06,190
X1/XXX3/3/7/X3/1,194
4/2/3/9/5/7/X9/X5/8,174
X-/6/XXX-/8/9/2/4,189
2/4/XXX2/X-/5/X20,193
X7/9/XX8/X3/X6/2,199
XX3/8/7/XXX8/X18,215
X7/9/6/4/XX2/9/-/4,174
-/7/5/X7/3/-/7/3/X20,157
1/XXX2/1/XX6/X00,199
X7/XX4/8/X-/6/-/4,182
XXXX8/X6/X7/X61,225
5/XX2/X3/XXXX53,225
7/2/2/2/X9/X-/XX60,178
XX-/X2/XXXX6/4,220
4/XXX5/2/X2/4/5/9,195
7/X-/-/XXXX8/X25,215
4/X6/XXX5/5/XX610,220
1/XXXX4/X-/X7/7,221
X5/9/3/X4/9/X1/5/3,179
X-/XX2/XX6/5/X42,199
2/XXXXX-/9/5/5/8,217
4/X5/X9/XXX6/X010,208
3/7/6/XX7/XXX7/8,215
2/XX4/-/X4/XX1/1,186
6/9/X7/XX5/XX6/8,208
-/XXXXXXXX5/3,258
X8/X1/-/X9/6/6/X68,186
8/X1/X7/8/8/-/9/X68,189
4/XXX2/X2/4/XX18,206
XX5/8/5/3/XX7/X69,203
9/X3/X3/X9/X7/9/1,190
6/6/-/X4/XXX2/X103,193
XX4/5/3/X5/3/4/-/0,159
XXX-/XX6/XXX26,226
3/XX8/XX7/XXX107,225
4/5/X8/XX6/X7/X09,200
X3/XXXX2/8/X6/9,219
XXX-/1/XX1/9/3/3,187
2/XX7/X5/XX8/X51,211
6/X7/5/9/X2/X4/X11,186
XX6/4/9/3/XX9/3/8,192
X-/4/9/-/8/-/XXX104,178
9/X5/XX8/6/X5/X81,203
-/7/5/X5/3/7/X5/X210,178
XXX-/4/3/9/X9/7/2,185
4/XXX-/-/X9/XX77,211
1/-/XXX4/X-/5/X103,194
XXXXXXXX9/X24,265
-/-/5/9/X3/X4/XX01,175
XX7/8/2/5/X-/X6/10,184
4/3/8/XX9/7/6/X3/0,183
XX9/XXX-/7/3/X02,201
